customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,AverageDataUsage(GB),NumberofDevicesConnected,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerSatisfactionScore,AdjustedCustomerSatisfactionScore,ComplaintsReceived,ContractRenewalDate,DataOverageFees,CustomerLifetimeValue,LastContactDate,PromotionReceived,ContractRenewalYear,ContractRenewalMonth,ContractRenewalDay,LastContactYear,LastContactMonth,LastContactDay,ChurnRiskScore,MonthlyRevenue,TenureCategory,MonthlyChargesCategory,CustomerSatisfactionCategory,MonthlyCharges_DataUsage
7205-BAIAD,Female,0,No,No,40,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,No,62.43730253488493,70.77589815501497,13.221552500541002,2024-08-05,0.0,412.0,2023-09-05,No,2024,8,5,2023,9,5,89.22,20.6,Long-term,Low,Medium,0.0
0151-ONTOV,Female,0,No,No,1,Yes,No,Fiber optic,376,8,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,Yes,68.77715990347531,33.76617470058757,30.85221499360681,2023-10-26,30.494551101831625,35.45,2023-09-02,Yes,2023,10,26,2023,9,2,38.92,101.39455110183164,Short-term,High,Medium,26658.4
4140-MUHUG,Female,1,No,No,3,Yes,No,Fiber optic,621,7,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,Yes,75.21514725307505,68.88436939614257,33.63435261872468,2023-10-05,14.168992112333909,130.27499999999998,2023-09-13,No,2023,10,5,2023,9,13,44.58,101.0189921123339,Short-term,High,High,53933.85
0093-EXYQL,Female,1,No,No,40,Yes,No,Fiber optic,636,5,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,No,62.69157153829672,96.15375689469442,10.73237805826659,2023-10-22,25.38045311,1831.0,2023-09-11,Yes,2023,10,22,2023,9,11,91.96,116.93045311,Long-term,High,Medium,58225.799999999996
8064-RAVOH,Male,0,No,Yes,1,Yes,No,DSL,239,8,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,No,59.86437881257582,76.77679531,12.616618913642943,2023-10-14,0.0,24.925,2023-08-31,No,2023,10,14,2023,8,31,48.25,49.85,Short-term,Medium,Medium,11914.15
0219-QAERP,Male,0,Yes,No,30,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,No,70.51228626232037,92.17158520825495,5.997048288259473,2024-02-27,0.0,297.0,2023-08-01,No,2024,2,27,2023,8,1,94.52,19.8,Mid-term,Low,Medium,0.0
0320-JDNQG,Male,0,Yes,Yes,23,Yes,No,Fiber optic,739,2,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,Yes,53.69131091705796,48.35758014967968,32.770714632563745,2023-10-09,48.02124210344814,1148.275,2023-08-31,Yes,2023,10,9,2023,8,31,43.92,147.87124210344814,Mid-term,High,Medium,73789.15
7180-PISOG,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,779,7,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,53.712623066722216,56.97586970339199,26.92788237776079,2023-10-17,34.026042661934234,37.25,2023-09-13,Yes,2023,10,17,2023,9,13,27.78,108.52604266193424,Short-term,High,Medium,58035.5
9168-INPSZ,Female,1,Yes,No,44,Yes,Yes,Fiber optic,675,3,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,No,80.19059924434755,95.21316051922452,8.452450570363855,2023-10-08,39.74375664706239,2291.3,2023-07-13,No,2023,10,8,2023,7,13,115.74,143.8937566470624,Long-term,High,High,70301.25
3571-RFHAR,Male,0,No,No,65,Yes,Yes,Fiber optic,384,10,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,Yes,52.76808947262016,41.63908329780374,30.48188561557017,2023-10-05,30.25064237980811,3547.375,2023-09-11,Yes,2023,10,5,2023,9,11,87.29,139.40064237980812,Long-term,High,Medium,41913.600000000006
0015-UOCOJ,Female,1,No,No,7,Yes,No,DSL,905,9,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,No,79.99468751363818,89.98310898,10.960021184843384,2023-10-18,35.364161255053254,168.70000000000002,2023-07-03,No,2023,10,18,2023,7,3,76.03,83.56416125505325,Short-term,Medium,High,43621.0
5334-AFQJB,Male,1,No,No,72,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,No,76.93886939280927,75.68379687281951,11.387579294409452,2025-07-12,0.0,903.6,2023-08-29,No,2025,7,12,2023,8,29,137.55,25.1,Long-term,Low,High,0.0
2754-SDJRD,Female,1,No,No,8,Yes,Yes,Fiber optic,299,8,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,No,44.11289906814105,84.03730090336609,11.600939274609363,2023-10-09,0.0,400.6,2023-09-10,Yes,2023,10,9,2023,9,10,40.51,100.15,Short-term,High,Low,29944.850000000002
9578-VRMNM,Female,0,No,No,16,Yes,Yes,DSL,746,3,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,Yes,59.83653021496517,53.08009902217341,32.73769910084527,2023-10-21,24.474123728205548,521.6,2023-09-06,Yes,2023,10,21,2023,9,6,43.1,89.67412372820556,Mid-term,Medium,Medium,48639.200000000004
1587-FKLZB,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,945,3,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Yes,87.91164104571058,36.97155236475255,24.35824331244612,2023-10-08,28.899734200260543,3283.5,2023-08-30,No,2023,10,8,2023,8,30,129.55,128.39973420026055,Long-term,High,High,94027.5
6140-QNRQQ,Male,0,No,No,1,Yes,No,Fiber optic,498,8,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,Yes,55.28251703290478,54.52067838259672,36.31769505398254,2023-10-26,11.82594982009535,35.775,2023-09-01,Yes,2023,10,26,2023,9,1,19.96,83.37594982009534,Short-term,High,Medium,35631.9
8963-JLGJT,Male,0,No,Yes,3,Yes,No,DSL,638,9,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.9,157.55,No,63.03393606535919,79.75804393609084,9.30832359,2023-10-22,15.600963902132708,83.85,2023-09-05,Yes,2023,10,22,2023,9,5,56.73,71.50096390213271,Short-term,Medium,Medium,35664.2
4307-KTUMW,Male,0,Yes,No,53,Yes,Yes,Fiber optic,97,8,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.9,5029.2,Yes,76.93091339877844,46.44025915614167,37.15794452607056,2023-10-27,0.0,2488.3500000000004,2023-09-05,No,2023,10,27,2023,9,5,92.77,93.9,Long-term,High,High,9108.300000000001
1465-LNTLJ,Male,1,Yes,No,8,Yes,No,DSL,778,9,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,No,81.75085763923893,70.96298139269872,8.112882994348352,2023-10-09,48.86130763604203,257.6,2023-07-27,No,2023,10,9,2023,7,27,81.64,113.26130763604203,Short-term,Medium,High,50103.200000000004
5440-FLBQG,Male,1,Yes,No,69,Yes,Yes,Fiber optic,85,4,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.4,7318.2,Yes,66.22691670933257,50.29190503935568,26.386098722777533,2024-10-10,0.0,3739.8,2023-09-03,Yes,2024,10,10,2023,9,3,108.84,108.4,Long-term,High,Medium,9214.0
2135-DQWAQ,Female,0,No,No,5,Yes,No,Fiber optic,249,3,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,420.45,No,61.03734707962538,83.24359281721603,25.78885641522149,2023-10-17,0.0,213.25,2023-09-02,Yes,2023,10,17,2023,9,2,40.25,85.3,Short-term,High,Medium,21239.7
4056-QHXHZ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,96,9,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,7576.7,No,91.33554793,68.20960208840198,14.533936364661994,2024-08-14,0.0,3868.2,2023-08-02,No,2024,8,14,2023,8,2,148.8,107.45,Long-term,High,High,10315.2
7470-MCQTK,Female,0,Yes,No,13,No,No phone service,DSL,150,10,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,Yes,96.08349495696368,56.97974030130098,30.968350091740845,2023-10-25,0.0,316.875,2023-08-30,No,2023,10,25,2023,8,30,78.12,48.75,Mid-term,Medium,High,7312.5
7488-MXJIV,Female,0,No,No,4,Yes,Yes,Fiber optic,204,2,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,Yes,84.68287076172693,37.67459689,33.211391283355155,2023-10-06,0.0,171.3,2023-09-07,No,2023,10,6,2023,9,7,55.47,85.65,Short-term,High,High,17472.600000000002
7401-JIXNM,Female,0,Yes,Yes,54,Yes,Yes,DSL,446,9,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965,No,71.27977213847537,91.87679388461564,12.065737379763112,2025-06-24,18.27970313753707,2465.1,2023-08-06,No,2025,6,24,2023,8,6,113.21,109.57970313753707,Long-term,High,Medium,40719.799999999996
9339-FIIJL,Male,0,Yes,No,72,Yes,Yes,DSL,252,4,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,No,57.87601418,75.35382702701607,8.833957509,2025-08-11,0.0,3094.2000000000003,2023-09-13,Yes,2025,8,11,2023,9,13,121.04,85.95,Long-term,High,Medium,21659.4
2027-FECZV,Male,0,No,No,12,Yes,Yes,Fiber optic,983,7,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,Yes,57.54333390165152,43.15508269387203,27.27192921835624,2023-10-06,10.220231966416833,640.2,2023-09-11,Yes,2023,10,6,2023,9,11,42.27,116.92023196641684,Mid-term,High,Medium,104886.1
2672-DZUOY,Male,0,No,No,1,No,No phone service,DSL,559,3,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15,Yes,77.83771157898636,54.57324281086765,32.408069228440475,2023-10-25,10.306561305969012,12.575,2023-09-02,No,2023,10,25,2023,9,2,46.43,35.45656130596901,Short-term,Low,High,14058.849999999999
4706-DGAHW,Male,1,No,No,1,Yes,No,DSL,459,3,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,No,76.27597331333025,82.01159656,7.743905865280617,2023-10-13,18.76275236407431,22.6,2023-07-10,No,2023,10,13,2023,7,10,69.53,63.96275236407431,Short-term,Medium,High,20746.800000000003
3870-MQAMG,Female,0,Yes,No,54,Yes,Yes,Fiber optic,369,7,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.35,5893.15,Yes,91.02397889419645,70.98221474546747,30.816278131460827,2024-02-15,11.468854500032846,2979.45,2023-09-10,No,2024,2,15,2023,9,10,114.21,121.81885450003284,Long-term,High,High,40719.15
6670-MFRPK,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,366,6,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.2,5420.65,No,79.75675138804209,82.83287871546142,9.345997031365222,2025-01-20,14.321030165227654,2732.4,2023-07-19,No,2025,1,20,2023,7,19,139.41,93.52103016522766,Long-term,High,High,28987.2
6177-PEVRA,Female,0,No,No,48,Yes,No,DSL,882,9,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5,2627.35,No,47.45379547360273,77.41095026295923,11.464144217933416,2025-09-08,23.554425973550064,1332.0,2023-09-10,Yes,2025,9,8,2023,9,10,83.99,79.05442597355007,Long-term,Medium,Low,48951.0
4800-CZMPC,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,740,2,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.25,5037.55,Yes,85.77921426584378,48.61917665338518,22.66040911,2024-03-01,42.10342718319252,2478.0,2023-09-11,No,2024,3,1,2023,9,11,111.12,145.35342718319254,Long-term,High,High,76405.0
4813-HQMGZ,Female,0,Yes,No,8,Yes,Yes,Fiber optic,203,10,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,No,55.02909059028381,85.86693801475275,0.5978222796845927,2023-10-08,0.0,361.0,2023-09-01,Yes,2023,10,8,2023,9,1,62.43,90.25,Short-term,High,Medium,18320.75
7579-KKLOE,Male,0,Yes,Yes,71,Yes,Yes,DSL,307,4,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,6589.6,No,64.24043092071473,75.25096343377476,2.1530520231265813,2024-08-16,30.506709038256652,3239.375,2023-08-30,Yes,2024,8,16,2023,8,30,133.09,121.75670903825664,Long-term,High,Medium,28013.75
7377-DMMRI,Male,0,No,No,2,Yes,No,DSL,791,10,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.8,92.45,Yes,73.75300309377542,55.91136117923932,32.29580657989279,2023-10-15,21.739552928324866,47.8,2023-09-05,No,2023,10,15,2023,9,5,43.46,69.53955292832487,Short-term,Medium,Medium,37809.799999999996
8402-EIVQS,Male,0,Yes,No,67,Yes,No,Fiber optic,651,2,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,No,99.93501234675946,88.71297297457244,6.815588055305213,2024-04-11,47.270148777312656,3380.15,2023-06-30,No,2024,4,11,2023,6,30,160.12,148.17014877731265,Long-term,High,High,65685.90000000001
4947-DSMXK,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,720,7,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410,No,100.0,66.54020319753252,11.035697183892845,2023-10-01,25.880601649487662,1660.9,2023-06-20,No,2023,10,1,2023,6,20,122.96,123.58060164948766,Mid-term,High,,70344.0
7245-NIIWQ,Female,0,No,No,3,Yes,No,Fiber optic,877,4,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,No,79.10084588704274,81.26379579546412,8.803634264240744,2023-10-13,13.48371067183086,104.775,2023-07-12,No,2023,10,13,2023,7,12,73.3,83.33371067183086,Short-term,Medium,High,61258.45
0002-ORFBO,Female,0,Yes,Yes,9,Yes,No,DSL,645,9,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,65.6,593.3,No,67.25205071919419,99.38928999058284,17.39060613049742,2024-03-29,34.68266064471205,295.2,2023-09-05,Yes,2024,3,29,2023,9,5,58.86,100.28266064471205,Short-term,Medium,Medium,42311.99999999999
3324-OIRTO,Male,0,Yes,Yes,71,Yes,No,Fiber optic,439,1,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,No,78.01758472720826,69.99668675394426,2.588016065021156,2024-04-17,14.553535739064056,3715.075,2023-07-02,No,2024,4,17,2023,7,2,146.43,119.20353573906407,Long-term,High,High,45941.350000000006
5414-OFQCB,Male,0,No,No,57,Yes,Yes,Fiber optic,984,7,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.45,5229.8,No,83.31483138810754,73.22255029475149,6.2432726519831485,2025-09-04,23.808925712067683,2577.8250000000003,2023-07-30,No,2025,9,4,2023,7,30,134.07,114.25892571206768,Long-term,High,High,89002.8
4967-WPNCF,Male,0,No,No,72,No,No phone service,DSL,30,4,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.7,4464.8,No,65.18998561664212,85.13907849658915,17.600458704955507,2025-02-05,0.0,2293.2000000000003,2023-08-31,Yes,2025,2,5,2023,8,31,119.59,63.7,Long-term,Medium,Medium,1911.0
8552-OBVRU,Female,1,Yes,Yes,48,Yes,No,Fiber optic,642,7,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,No,96.92817033868484,81.79581781939598,10.655596623375734,2023-10-02,44.96890098740703,2508.0,2023-08-19,No,2023,10,2,2023,8,19,134.27,149.46890098740704,Long-term,High,High,67089.0
8499-BRXTD,Male,0,No,No,18,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,401.85,No,73.45106138787104,83.50630099273559,14.424212914005793,2024-04-21,0.0,180.9,2023-08-25,No,2024,4,21,2023,8,25,77.03,20.1,Mid-term,Low,Medium,0.0
9154-QDGTH,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,18,1,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.3,4451.85,No,77.46614633637091,84.89187130147664,20.256234716347315,2024-04-20,0.0,2242.45,2023-09-03,No,2024,4,20,2023,9,3,100.21,104.3,Long-term,High,High,1877.3999999999999
8197-BFWVU,Female,0,Yes,Yes,72,Yes,Yes,DSL,709,6,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,No,79.98886378081693,86.34721469,6.530977910490887,2024-09-27,49.712673559962816,3357.0,2023-06-30,No,2024,9,27,2023,6,30,145.46,142.9626735599628,Long-term,High,High,66114.25
2577-GVSIL,Male,0,Yes,Yes,35,Yes,Yes,DSL,773,1,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,No,76.32379915921683,91.09699841956224,9.503428311,2024-03-21,15.259564795919264,1285.375,2023-08-03,No,2024,3,21,2023,8,3,101.82,88.70956479591926,Mid-term,High,High,56776.850000000006
9367-OIUXP,Male,0,No,No,4,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,73.05,No,82.58410750704418,84.09818656928513,8.637865495345642,2023-10-12,0.0,41.4,2023-07-19,No,2023,10,12,2023,7,19,77.95,20.7,Short-term,Low,High,0.0
6770-UAYGJ,Female,0,Yes,Yes,49,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1211.65,No,60.74120220179616,77.58742345381458,0.2270349775836226,2025-02-16,0.0,618.625,2023-09-12,No,2025,2,16,2023,9,12,109.51,25.25,Long-term,Low,Medium,0.0
6463-HHXJR,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,633,6,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,7030.65,No,61.62547369080954,86.72573701202731,8.448015981220156,2025-07-04,26.87312714155325,3567.75,2023-09-10,Yes,2025,7,4,2023,9,10,124.18,127.37312714155325,Long-term,High,Medium,63616.5
7928-VJYAB,Male,0,Yes,Yes,11,Yes,No,Fiber optic,624,3,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,No,53.497686505424575,98.99881934895215,14.405310936903328,2023-10-10,26.44084301062183,498.3,2023-09-10,Yes,2023,10,10,2023,9,10,50.09,117.04084301062183,Short-term,High,Medium,56534.399999999994
1187-WILMM,Male,0,Yes,Yes,63,Yes,Yes,DSL,201,8,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.4,5597.65,No,76.59251845930339,78.67366253617426,12.702947709061204,2024-12-04,0.0,2816.1000000000004,2023-07-16,No,2024,12,4,2023,7,16,126.89,89.4,Long-term,High,High,17969.4
9776-OJUZI,Female,1,No,No,65,Yes,Yes,Fiber optic,120,8,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.45,6223.3,No,81.68404755,70.25470695329358,13.09541584694005,2023-10-05,0.0,3102.125,2023-08-24,No,2023,10,5,2023,8,24,133.59,95.45,Long-term,High,High,11454.0
1306-RPWXZ,Female,0,No,Yes,49,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.45,1024.65,No,76.86659299227829,91.07080669286972,8.122455096802502,2025-02-06,0.0,501.025,2023-07-27,No,2025,2,6,2023,7,27,117.74,20.45,Long-term,Low,High,0.0
8949-JTMAY,Female,0,No,No,29,Yes,Yes,Fiber optic,425,4,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,Yes,95.11738650021306,48.9302853,24.49928791864482,2023-10-19,22.374908714511285,1429.6999999999998,2023-09-01,No,2023,10,19,2023,9,1,99.62,120.97490871451129,Mid-term,High,High,41905.0
2774-LVQUS,Female,1,Yes,No,15,Yes,Yes,Fiber optic,61,10,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.05,1258.3,Yes,69.91605972,69.42245595,34.696014258310235,2023-10-03,0.0,622.875,2023-09-13,Yes,2023,10,3,2023,9,13,50.22,83.05,Mid-term,High,Medium,5066.05
3097-PYWXL,Female,0,Yes,Yes,4,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.95,82.9,No,80.03112483388769,78.79618836046401,6.719513819971793,2023-10-12,0.0,39.9,2023-08-28,No,2023,10,12,2023,8,28,77.31,19.95,Short-term,Low,High,0.0
2266-SJNAT,Female,0,Yes,No,72,Yes,Yes,Fiber optic,955,1,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.15,7789.6,No,53.62448685791029,58.27330453985964,16.346278359493102,2024-02-21,42.84793130200906,3929.4,2023-08-31,Yes,2024,2,21,2023,8,31,109.28,151.99793130200908,Long-term,High,Medium,104238.25
0869-PAPRP,Female,1,Yes,No,26,Yes,No,Fiber optic,489,6,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,2067,No,64.19350446288398,88.47421677150422,7.513414268211652,2023-10-29,10.062604207658916,1114.1,2023-08-31,Yes,2023,10,29,2023,8,31,82.68,95.76260420765892,Mid-term,High,Medium,41907.3
4238-JSSWH,Female,1,Yes,No,35,Yes,Yes,Fiber optic,918,8,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,No,80.43306636348666,74.64671814046078,11.470410193966073,2023-10-02,35.45605480733628,1785.875,2023-06-25,No,2023,10,2,2023,6,25,103.96,137.50605480733628,Mid-term,High,High,93681.9
2972-YDYUW,Female,0,No,No,57,Yes,Yes,Fiber optic,229,6,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.7,5468.95,No,82.73653166114715,79.09466718,10.816673403387693,2024-03-11,0.0,2698.9500000000003,2023-06-22,No,2024,3,11,2023,6,22,128.92,94.7,Long-term,High,High,21686.3
1104-FEJAM,Male,0,Yes,Yes,28,Yes,Yes,DSL,59,2,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.4,1802.15,No,65.59049578503726,83.31980330569014,17.308585081285592,2023-10-23,0.0,901.6,2023-09-11,Yes,2023,10,23,2023,9,11,76.28,64.4,Mid-term,Medium,Medium,3799.6000000000004
2809-ILCYT,Female,0,Yes,No,25,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.8,733.55,No,68.92601122212899,81.90499679779066,14.85706179,2024-03-19,0.0,335.0,2023-09-04,No,2024,3,19,2023,9,4,79.07,26.8,Mid-term,Low,Medium,0.0
5499-ECUTN,Female,0,Yes,No,47,Yes,No,DSL,727,9,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05,3021.45,No,47.231893799787855,87.09451817139039,3.523706896664396,2024-02-12,34.15181811797551,1552.175,2023-09-13,Yes,2024,2,12,2023,9,13,90.71,100.2018181179755,Long-term,Medium,Low,48018.35
4981-FLTMF,Female,0,Yes,Yes,57,Yes,Yes,DSL,50,8,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,No,64.64456198790086,75.64513629430157,4.062234166124799,2023-10-03,0.0,1858.2,2023-09-05,Yes,2023,10,3,2023,9,5,117.58,65.2,Long-term,Medium,Medium,3260.0
9121-PHQSR,Male,1,Yes,No,16,Yes,Yes,Fiber optic,257,3,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.05,1391.15,No,83.35574745279679,85.13105798176083,12.89454909034567,2023-10-12,0.0,680.4,2023-07-24,No,2023,10,12,2023,7,24,86.46,85.05,Mid-term,High,High,21857.85
3113-IWHLC,Male,0,No,No,5,Yes,No,DSL,631,9,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.8,274.35,No,78.62807524,77.40453322416083,9.678311763104167,2023-10-01,25.353555321799178,139.5,2023-08-16,No,2023,10,1,2023,8,16,73.95,81.15355532179917,Short-term,Medium,High,35209.799999999996
3211-ILJTT,Male,0,Yes,No,17,Yes,No,Fiber optic,62,6,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05,Yes,77.50998582071814,32.52778333034745,26.643944624330555,2023-10-05,0.0,598.4000000000001,2023-09-03,No,2023,10,5,2023,9,3,67.87,70.4,Mid-term,High,High,4364.8
4612-THJBS,Female,1,No,No,56,Yes,Yes,Fiber optic,758,3,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.75,5510.65,Yes,70.74660531,50.94621044669358,29.19357283169428,2024-04-09,24.762120870436664,2933.0,2023-09-10,No,2024,4,9,2023,9,10,97.55,129.51212087043666,Long-term,High,Medium,79400.5
4277-BWBML,Male,0,Yes,Yes,72,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1322.85,No,70.10594737942264,87.38810480887503,7.72414108,2025-05-24,0.0,718.1999999999999,2023-07-26,No,2025,5,24,2023,7,26,134.38,19.95,Long-term,Low,Medium,0.0
4094-NSEDU,Female,1,No,No,21,Yes,Yes,Fiber optic,169,1,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1973.75,Yes,60.09518290789829,33.744559664379395,36.86139456723288,2023-10-16,0.0,989.625,2023-09-06,Yes,2023,10,16,2023,9,6,44.23,94.25,Mid-term,High,Medium,15928.25
0234-TEVTT,Female,0,Yes,Yes,48,No,No phone service,DSL,340,6,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.3,No,80.48242630303803,86.15367484013053,15.078139419972354,2024-03-22,40.04712191233672,1080.0,2023-07-06,No,2024,3,22,2023,7,6,113.4,85.04712191233672,Long-term,Medium,High,15300.0
4304-TSPVK,Female,0,Yes,No,68,Yes,Yes,Fiber optic,553,5,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.9,7843.55,No,76.31459416584084,70.64561297955404,10.937296910444552,2025-01-12,12.840306581330218,3906.6,2023-07-03,No,2025,1,12,2023,7,3,133.38,127.74030658133023,Long-term,High,High,63539.700000000004
1552-AAGRX,Female,0,No,No,30,Yes,Yes,Fiber optic,408,10,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.4,3211.9,No,77.38028272,90.85982116175032,10.26228693444722,2023-10-16,13.20720056327614,1596.0,2023-07-27,No,2023,10,16,2023,7,27,97.12,119.60720056327615,Mid-term,High,High,43411.200000000004
2637-FKFSY,Female,0,Yes,No,3,Yes,No,DSL,839,1,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.1,130.15,No,62.10947735998629,74.64036554885952,13.899143203775248,2023-10-18,24.19085167343937,69.15,2023-09-09,No,2023,10,18,2023,9,9,51.21,70.29085167343936,Short-term,Medium,Medium,38677.9
