customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,AverageDataUsage(GB),NumberofDevicesConnected,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerSatisfactionScore,AdjustedCustomerSatisfactionScore,ComplaintsReceived,ContractRenewalDate,DataOverageFees,CustomerLifetimeValue,LastContactDate,PromotionReceived
5138-WVKYJ,Male,0,No,No,10,Yes,Yes,Fiber optic,230,10,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,1008.55,Yes,60.62772133456482,40.95052167061934,33.785280009097086,2023-10-10,0.0,492.75,2023-09-03,Yes
4018-PPNDW,Female,0,Yes,Yes,61,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,No,70.3913657531625,75.79015519179737,12.42679953776595,2025-02-07,0.0,735.0500000000001,2023-07-17,No
1635-FJFCC,Female,0,No,No,5,Yes,No,DSL,588,8,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,202.15,No,77.76488530703685,82.89774856896413,5.754475745048882,2023-10-07,19.28850780587269,110.125,2023-08-05,No
2499-AJYUA,Female,1,Yes,No,72,Yes,Yes,Fiber optic,989,3,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,No,59.11384280269802,100.0,11.52832784321298,2025-02-12,45.982982930982736,3988.7999999999997,2023-09-11,Yes
6919-ELBGL,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,630,7,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,No,72.80150146715617,88.71124703431693,6.343727155935215,2024-11-05,25.355648854928457,4138.2,2023-07-19,No
3966-HRMZA,Female,1,No,No,3,Yes,No,Fiber optic,178,2,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,No,58.66925601470016,76.73976467832159,5.51170307362473,2023-10-17,0.0,112.57499999999999,2023-09-06,Yes
6425-JWTDV,Male,0,Yes,No,48,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,855.1,No,60.82723295512078,92.01213922163944,6.8125628258749416,2024-11-07,0.0,462.0,2023-09-13,No
8405-IGQFX,Female,0,No,No,63,Yes,No,Fiber optic,407,1,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05,5817,No,48.900083547276665,75.91924626978448,8.12296276758019,2024-04-04,34.969519836559684,2836.575,2023-09-02,Yes
8224-IVVPA,Female,0,No,No,27,Yes,No,DSL,987,5,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,No,56.15150130833644,59.61875464822146,9.755850820331483,2023-10-08,14.675921628334564,765.45,2023-09-03,Yes
9477-LGWQI,Male,0,Yes,Yes,70,Yes,No,DSL,456,3,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15,No,49.724730915755,69.91913689082595,11.177278975555572,2024-11-14,47.59328494453901,2805.25,2023-09-13,Yes
1410-RSCMR,Male,0,Yes,Yes,7,Yes,No,DSL,769,5,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.35,515.75,No,55.36190120534001,61.29208078974145,0.0,2023-09-29,35.10832212285671,249.72499999999997,2023-08-30,Yes
3115-CZMZD,Male,0,No,Yes,0,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25, ,No,85.80462694911759,76.48486515958692,5.961747211266176,2025-05-11,0.0,0.0,2023-08-02,No
0139-IVFJG,Female,0,Yes,No,2,Yes,No,Fiber optic,662,4,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,190.5,No,55.75901666752085,80.18418379189552,8.042150113219805,2023-10-13,15.570882906535491,90.35,2023-09-13,Yes
6683-VLCTZ,Male,1,No,No,20,Yes,Yes,Fiber optic,344,5,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,Yes,100.0,31.92958605068184,33.449701384480434,2023-10-21,41.76100757081184,985.5,2023-09-13,No
5730-DBDSI,Male,0,No,No,66,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,No,77.39976851321333,96.76437312275284,17.525310193041648,2024-09-24,0.0,650.1,2023-07-03,No
0030-FNXPP,Female,0,No,No,3,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,57.2,No,72.77254185542311,83.26927373764163,4.599986958089339,2023-10-24,0.0,29.775000000000002,2023-08-25,No
2189-WWOEW,Female,0,No,Yes,15,Yes,No,Fiber optic,311,2,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,Yes,57.1246332972818,47.25154699330208,28.99891666754172,2023-09-30,45.75570332203831,644.25,2023-09-05,Yes
5684-FJVYR,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,411,3,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,No,80.50464819113488,77.80899471191135,10.813983090499562,2025-07-15,41.54388844898123,3252.6,2023-08-06,No
4013-GUXND,Male,0,No,No,1,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,No,61.36543260643339,88.2940558118349,17.475151548679186,2023-10-09,0.0,10.4,2023-09-05,No
1894-IGFSG,Female,0,No,No,22,Yes,No,Fiber optic,115,8,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,Yes,71.83014721968043,49.53738782733657,33.41707336780016,2023-10-18,0.0,981.75,2023-09-05,No
7379-POKDZ,Male,0,Yes,No,3,Yes,No,Fiber optic,543,10,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,Yes,100.0,51.1410149222652,18.634138987265843,2023-10-14,19.93956559257863,105.44999999999999,2023-06-23,No
1266-NZYUI,Female,0,Yes,Yes,72,Yes,Yes,DSL,75,1,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,No,68.55910150413025,57.88864690992115,3.4351573502636352,2025-08-16,0.0,2406.6,2023-09-03,Yes
7969-FFOWG,Male,0,Yes,Yes,65,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1292.6,No,87.23909989428513,82.35614558108566,11.969876129322012,2025-06-08,0.0,646.75,2023-08-26,No
4718-DHSMV,Female,0,No,No,11,No,No phone service,DSL,931,3,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,No,59.45235362311169,87.70865193886966,5.988640830327398,2023-10-20,32.79558739485266,196.89999999999998,2023-09-11,No
5175-WLYXL,Male,0,No,No,22,Yes,Yes,Fiber optic,54,1,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,No,69.47517264254557,65.21413754220158,7.476831288553827,2023-10-04,0.0,867.3499999999999,2023-09-01,Yes
7817-OMJNA,Male,0,No,No,14,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,No,96.56200953453263,91.43754043206928,5.984445830233428,2024-04-13,0.0,142.79999999999998,2023-06-22,No
8728-SKJLR,Male,0,No,No,41,Yes,No,Fiber optic,286,9,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,No,60.59549413318349,83.38496407494414,6.34071345792057,2023-10-05,0.0,1522.125,2023-09-12,Yes
3137-NYQQI,Male,0,Yes,No,17,Yes,No,DSL,710,6,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.8,1175.6,No,97.18672836995393,75.84712086099199,23.609560739532466,2024-02-14,42.850292186880516,550.8,2023-09-04,No
7706-DZNKK,Male,0,No,No,11,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,No,80.61627903183214,86.32781866106285,14.222279360358328,2023-10-04,0.0,112.475,2023-07-30,No
0236-HFWSV,Male,0,No,No,15,Yes,Yes,Fiber optic,407,10,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes,61.56299836158598,50.61883352887135,30.51914617516349,2023-10-06,43.85809166938073,700.125,2023-09-10,Yes
3900-AQPHZ,Female,0,No,No,1,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Yes,79.48611608583282,40.72446669188272,34.30342710684315,2023-10-09,0.0,9.95,2023-09-03,No
5842-POCOP,Female,0,Yes,No,5,Yes,No,Fiber optic,512,2,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,Yes,84.58831674440094,48.09759155586784,25.835683624227325,2023-10-03,25.89149162241469,222.25,2023-09-01,No
2037-XJFUP,Male,0,Yes,No,33,Yes,No,Fiber optic,29,4,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,3036.75,Yes,79.32714943325794,35.02553331394252,25.81830731751856,2024-02-22,0.0,1580.7,2023-09-04,No
8823-RLPWL,Female,0,Yes,No,72,Yes,Yes,Fiber optic,256,8,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.65,8065.65,No,46.44662920164316,100.0,15.508689308931045,2024-11-19,0.0,3983.4,2023-09-08,Yes
9505-SQFSW,Female,0,Yes,Yes,3,No,No phone service,DSL,348,7,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,No,59.09294236262697,81.81866255058495,12.45996743418248,2023-10-13,19.17005580930566,60.449999999999996,2023-09-03,No
7314-OXENN,Male,0,No,No,2,Yes,Yes,Fiber optic,55,4,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,Yes,66.28722046672743,63.6322897513225,20.667759236182626,2023-10-12,0.0,82.0,2023-09-10,Yes
3758-CKOQL,Female,0,Yes,No,59,Yes,Yes,Fiber optic,933,2,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.0,6152.3,No,68.8834985634993,82.48220586300336,1.9687160579902103,2024-04-17,38.801461461842976,3156.5,2023-09-12,Yes
0322-CHQRU,Male,0,No,No,2,Yes,No,DSL,518,9,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,Yes,79.31008146326018,46.96373927101999,37.94947797405347,2023-10-17,35.645905315411895,45.35,2023-09-06,No
5676-CFLYY,Male,0,Yes,Yes,71,Yes,No,DSL,153,2,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,No,72.66551501399881,75.40639100459757,11.974789851616537,2024-08-05,0.0,2603.9249999999997,2023-06-18,No
7521-AFHAB,Female,0,Yes,Yes,5,Yes,No,DSL,316,7,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,No,49.96983461934848,71.50155630535208,15.364648072536731,2023-10-14,31.708977733903847,112.0,2023-09-07,No
0285-INHLN,Male,0,Yes,Yes,27,Yes,No,DSL,412,7,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,No,75.70296776508945,88.30335816544246,5.733002629804443,2023-10-18,20.07196235627811,739.125,2023-07-18,No
4678-DVQEO,Female,0,No,No,1,Yes,No,DSL,813,8,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,Yes,79.15878617925735,45.11113880956309,26.39923011489217,2023-10-10,23.827839740156776,26.1,2023-08-31,No
5125-CNDSP,Male,0,No,Yes,63,No,No phone service,DSL,581,7,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.6,2588.95,No,78.3968567189656,71.43916174091133,14.826633335805631,2024-02-26,17.263908672057028,1278.9,2023-08-07,No
0691-IFBQW,Female,1,No,No,46,Yes,Yes,Fiber optic,681,6,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.8,Yes,86.21171088331933,65.88940328444083,31.20521638931056,2024-04-21,46.33802245334513,2530.0,2023-08-30,No
4992-LTJNE,Male,0,Yes,Yes,72,Yes,Yes,DSL,848,3,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.3,3983.6,No,82.50883231823356,80.71566237219392,13.521681049270397,2024-07-28,33.33567179064482,1990.8,2023-08-08,No
2202-OUTMO,Female,0,Yes,No,34,Yes,Yes,DSL,92,6,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6,No,76.88770118842655,75.22342553234883,19.26020022406835,2023-10-25,0.0,1034.45,2023-07-16,No
0810-BDHAW,Female,0,Yes,Yes,24,Yes,Yes,DSL,805,1,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,No,68.94751432812029,84.78979825746391,7.911084937431906,2024-04-04,28.480232145765306,940.8000000000001,2023-09-08,Yes
0229-LFJAF,Male,0,No,No,72,Yes,Yes,DSL,806,3,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65,4908.25,No,45.085585997260125,83.33662105286949,4.511945088621366,2025-02-15,47.89133358447261,2507.4,2023-09-09,Yes
7131-ZQZNK,Female,0,Yes,Yes,60,No,No phone service,DSL,925,1,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,No,76.44427328698879,90.375399442579,8.191859453137273,2025-01-20,16.13405612464321,1795.5,2023-08-09,No
3442-ZHHCC,Male,0,No,No,68,Yes,Yes,DSL,770,1,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023,No,73.11531530744666,74.89983601145254,17.177854965818117,2024-02-15,33.44919328067189,2614.6000000000004,2023-08-25,No
5726-CVNYA,Female,0,Yes,Yes,8,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,146.6,No,74.0736825579306,77.30125064706628,0.8579705957901851,2024-08-22,0.0,79.4,2023-06-22,No
9871-ELEYA,Female,0,No,Yes,34,Yes,No,DSL,976,7,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.65,2339.3,No,50.84877136269536,70.21236284217693,0.0,2024-12-15,34.45816941738592,1150.0500000000002,2023-09-08,Yes
4257-GAESD,Female,0,No,No,6,No,No phone service,DSL,271,8,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7,No,53.784151893876064,75.55706739923889,10.446976394658066,2023-10-07,0.0,135.0,2023-09-11,No
5173-WXOQV,Male,0,Yes,No,2,Yes,No,DSL,463,10,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,No,85.79729279999356,83.77300493044852,7.7870535361292195,2023-10-23,44.88495635776606,64.2,2023-06-27,No
2040-OBMLJ,Male,0,No,No,31,Yes,Yes,Fiber optic,416,3,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65,No,69.40667269215018,87.56988616645351,10.038639465878424,2024-03-17,47.28473129934449,1266.3500000000001,2023-09-11,Yes
6286-ZHAOK,Female,0,Yes,Yes,20,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,No,80.22251046058936,70.77834675822375,14.726558856179324,2023-10-02,0.0,255.5,2023-07-27,No
3807-XHCJH,Female,0,Yes,Yes,1,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,20,No,70.42477564195691,88.6960592010566,7.237153269405738,2023-10-24,0.0,10.0,2023-08-04,No
3009-JWMPU,Male,0,No,No,62,Yes,Yes,Fiber optic,883,8,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.4,Yes,70.44634209243618,37.57753466450771,33.019585207416874,2024-04-03,46.89997524709183,2999.25,2023-09-01,No
5671-RQRLP,Female,1,Yes,No,70,Yes,Yes,Fiber optic,44,5,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,No,84.07425708963997,93.55637858804953,0.6349708453468974,2024-11-16,0.0,2647.75,2023-07-23,No
1450-GALXR,Female,0,No,No,10,Yes,Yes,Fiber optic,943,8,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes,62.25932907673939,38.74412885968031,37.56033974570727,2023-10-11,16.101561716570455,492.5,2023-09-11,Yes
8859-AXJZP,Male,0,Yes,Yes,39,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.8,903.8,No,71.44181165411474,84.13434903223701,20.22240778599972,2024-08-23,0.0,464.1,2023-09-04,No
3174-AKMAS,Female,0,Yes,No,46,Yes,No,DSL,664,4,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.2,3009.5,No,63.06587066942436,98.76795812558066,5.013858562806119,2025-04-09,34.26860185531424,1476.6000000000001,2023-08-30,Yes
3138-BKYAV,Male,0,No,No,6,Yes,No,Fiber optic,915,9,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,Yes,63.48255658851527,39.037796751314346,29.230511130071825,2023-10-03,26.96522685209544,256.04999999999995,2023-09-07,Yes
9926-PJHDQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,512,5,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,No,65.3624181479704,72.26210800896428,4.7048143899395125,2025-06-28,39.45776942498891,2764.7999999999997,2023-09-13,Yes
7382-DFJTU,Male,0,No,No,18,Yes,No,DSL,743,2,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,1058.1,No,73.3320065745057,67.55345296688583,15.518600068612985,2023-10-13,47.37468059076059,496.8,2023-08-02,No
2798-NYLMZ,Male,0,Yes,No,71,Yes,Yes,Fiber optic,214,10,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.55,7616,No,62.81877067504784,62.212797510957216,8.07755439479241,2024-08-14,0.0,3853.525,2023-09-06,Yes
4289-DTDKW,Male,0,Yes,No,40,Yes,Yes,Fiber optic,465,10,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1,Yes,88.83634188360281,49.32128618300518,27.302851031107902,2023-10-05,28.033574856165284,2026.0,2023-09-04,No
1820-TQVEV,Male,0,No,No,1,Yes,No,Fiber optic,149,9,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,56.58089046670744,54.31631629637597,30.86533824285277,2023-10-06,0.0,34.775,2023-08-31,Yes
2239-JALAW,Male,0,No,No,58,Yes,Yes,Fiber optic,35,1,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,Yes,67.19692533757961,57.39675468117834,36.42040138271143,2024-03-17,0.0,2994.25,2023-09-12,Yes
4853-RULSV,Male,0,No,No,70,Yes,Yes,Fiber optic,190,4,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,7250.15,Yes,63.40403412588738,75.7199531749497,29.14913734299608,2025-01-11,0.0,3640.0,2023-09-06,Yes
8098-TDCBU,Female,0,Yes,No,42,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.25,1108.2,No,91.704668265306,94.96044311489185,9.683050739825946,2025-08-27,0.0,530.25,2023-08-07,No
3551-GAEGL,Male,0,Yes,Yes,34,No,No phone service,DSL,262,7,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),30.4,938.65,No,72.94832164767362,86.54365656354058,12.41395062030159,2024-03-10,0.0,516.8,2023-08-12,No
4785-NKHCX,Male,1,No,No,5,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,94.15,No,85.47766809202952,79.44415329089544,15.41791551554998,2023-10-23,0.0,50.125,2023-08-23,No
3196-NVXLZ,Female,0,No,No,25,Yes,Yes,Fiber optic,994,6,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.6,2088.05,No,47.716594404445416,82.7996862631982,8.33269653409114,2023-10-08,30.753522285042884,1057.5,2023-09-09,Yes
6275-YDUVO,Female,0,No,No,2,Yes,No,Fiber optic,47,9,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,178.7,Yes,74.00575398803889,27.50567545799236,25.225654592079614,2023-10-10,0.0,86.2,2023-09-13,No
0036-IHMOT,Female,0,Yes,Yes,55,Yes,No,Fiber optic,657,4,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,No,83.34446193435156,68.74510952701624,17.599760029571495,2024-04-11,25.960108154805212,2851.75,2023-07-17,No
0115-TFERT,Male,0,Yes,No,21,Yes,Yes,Fiber optic,592,8,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1,Yes,71.23425983913137,56.08735589124417,22.29621095842319,2023-10-06,12.190465552881253,1167.6000000000001,2023-09-01,No
4178-EGMON,Male,0,Yes,No,70,Yes,Yes,Fiber optic,872,5,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.0,5986.45,No,85.98220562598027,100.0,0.0,2024-09-23,23.407889665836038,3080.0,2023-08-25,No
4220-TINQT,Female,0,Yes,No,61,Yes,Yes,Fiber optic,593,2,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,6751.35,No,62.24067324849442,81.29221181975228,13.798936184765385,2023-10-20,42.114137943920454,3243.6749999999997,2023-09-09,Yes
5318-YKDPV,Male,0,Yes,Yes,43,Yes,No,DSL,963,2,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,No,91.1402116027837,81.09394794604893,5.802362209911713,2025-06-18,10.185280920184114,1701.7250000000001,2023-06-17,No
7975-TZMLR,Male,0,No,No,47,Yes,Yes,Fiber optic,718,8,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.1,4889.3,No,100.0,87.25766623898691,16.861356583039957,2024-02-18,23.339966867645767,2422.85,2023-08-25,No
0295-QVKPB,Male,0,No,No,5,Yes,No,DSL,838,6,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,No,64.55742159340511,84.81009231736714,10.710222394152726,2023-10-16,25.926747743637733,159.875,2023-09-09,Yes
4335-BSMJS,Female,0,No,No,62,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.8,1563.95,No,63.31746217898842,82.23884024279131,6.635473339952992,2025-03-22,0.0,799.8000000000001,2023-09-11,No
2311-QYMUQ,Female,0,Yes,Yes,16,Yes,No,Fiber optic,150,2,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Yes,91.80076715676552,44.42869427427769,23.893513076973875,2023-09-29,0.0,715.6,2023-09-12,No
3643-AHCFP,Male,1,Yes,No,7,Yes,Yes,Fiber optic,691,2,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,Yes,93.69358218596068,44.135848511112265,34.32195748703332,2023-10-06,23.853839774638452,334.59999999999997,2023-09-05,No
9146-JRIOX,Female,0,Yes,Yes,14,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,372.45,No,62.15709959270097,72.09525544554688,13.314205465108165,2023-10-26,0.0,178.85,2023-08-31,No
3104-OWCGK,Male,0,Yes,Yes,60,Yes,No,Fiber optic,299,1,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,5453.4,Yes,63.69719774356214,43.80227871746122,28.396877618465943,2024-02-21,0.0,2728.5,2023-09-12,Yes
5337-IIWKZ,Male,0,Yes,Yes,34,No,No phone service,DSL,634,9,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1442.6,No,65.7732308670924,84.71468357135996,14.465941736036257,2023-10-13,28.088717635592285,762.45,2023-09-01,No
9101-BWFSS,Female,0,Yes,No,50,Yes,Yes,Fiber optic,637,5,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55,5610.7,Yes,49.833242334485846,40.91230329192027,26.96239545039645,2024-03-15,18.98419291759928,2713.75,2023-09-10,Yes
9650-VBUOG,Male,0,Yes,Yes,38,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,963.95,No,56.22022080273703,98.82024496475034,13.209470614293192,2025-02-14,0.0,475.95,2023-09-07,No
3487-EARAT,Female,0,Yes,Yes,70,Yes,No,DSL,817,10,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,No,54.93788849871898,93.45420046154976,4.851518801834698,2024-04-08,15.634280815191994,2593.5,2023-09-08,Yes
2672-TGEFF,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,52,4,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,3340.55,No,58.48303652343808,95.93186626639395,7.579914381889576,2023-10-15,0.0,1642.8,2023-09-08,Yes
9231-ZJYAM,Female,1,No,No,4,Yes,No,Fiber optic,208,2,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,292.8,Yes,69.47972668919829,66.84524834603451,26.42016388408029,2023-10-17,0.0,157.7,2023-09-13,Yes
4250-WAROZ,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,373,9,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.55,No,73.5132209880478,74.88784323568815,9.979635814392823,2023-09-30,26.757017980181917,2797.5,2023-07-10,No
8184-WMOFI,Male,0,Yes,Yes,62,Yes,No,DSL,144,4,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4,4487.3,No,93.25750739221117,70.1039517974142,9.793701736749698,2024-02-18,0.0,2213.4,2023-06-29,No
6982-SSHFK,Male,0,No,No,1,Yes,No,DSL,260,2,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Yes,55.02468938891813,58.42297327013903,30.425229301000908,2023-10-22,0.0,22.2,2023-09-03,No
6092-QZVPP,Male,0,No,No,36,Yes,No,DSL,826,9,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,No,84.76483597714875,78.74213079900352,13.748727377191738,2023-10-01,33.22353401112174,1425.6000000000001,2023-08-26,No
4625-LAMOB,Male,0,No,No,44,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,905.55,No,66.79016733661737,80.55724912288694,0.0,2025-08-12,0.0,448.79999999999995,2023-09-06,No
0727-BMPLR,Female,1,No,No,55,Yes,Yes,Fiber optic,243,4,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.3,Yes,69.2580443552135,50.23195978557375,28.80272453117208,2024-03-14,0.0,2750.0,2023-09-07,Yes
0392-BZIUW,Female,0,Yes,No,72,Yes,Yes,Fiber optic,618,7,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,7589.8,No,80.12229238249905,90.94191518470949,11.671635272767515,2024-09-14,36.541494880668424,3780.0,2023-08-28,No
